prompts,template,temp_idx
A female among tables.,per-spat-obj,t4
A female around tables.,per-spat-obj,t4
A boy above a bag.,per-spat-obj,t4
A boy below a bag.,per-spat-obj,t4
A boy on a bag.,per-spat-obj,t4
A boy beside a bag.,per-spat-obj,t4
A boy in a bag.,per-spat-obj,t4
A boy in front of a bag.,per-spat-obj,t4
A boy behind a bag.,per-spat-obj,t4
A boy between bags.,per-spat-obj,t4
A boy among bags.,per-spat-obj,t4
A boy around bags.,per-spat-obj,t4
A boy above a chair.,per-spat-obj,t4
A boy below a chair.,per-spat-obj,t4
A boy on a chair.,per-spat-obj,t4
A boy beside a chair.,per-spat-obj,t4
A boy in a chair.,per-spat-obj,t4
A boy in front of a chair.,per-spat-obj,t4
A boy behind a chair.,per-spat-obj,t4
A boy between chairs.,per-spat-obj,t4
A boy among chairs.,per-spat-obj,t4
A boy around chairs.,per-spat-obj,t4
A boy above a table.,per-spat-obj,t4
A boy below a table.,per-spat-obj,t4
A boy on a table.,per-spat-obj,t4
A boy beside a table.,per-spat-obj,t4
A boy in a table.,per-spat-obj,t4
A boy in front of a table.,per-spat-obj,t4
A boy behind a table.,per-spat-obj,t4
A boy between tables.,per-spat-obj,t4
A boy among tables.,per-spat-obj,t4
A boy around tables.,per-spat-obj,t4
A girl above a bag.,per-spat-obj,t4
A girl below a bag.,per-spat-obj,t4
A girl on a bag.,per-spat-obj,t4
A girl beside a bag.,per-spat-obj,t4
A girl in a bag.,per-spat-obj,t4
A girl in front of a bag.,per-spat-obj,t4
A girl behind a bag.,per-spat-obj,t4
A girl between bags.,per-spat-obj,t4
A girl among bags.,per-spat-obj,t4
A girl around bags.,per-spat-obj,t4
A girl above a chair.,per-spat-obj,t4
A girl below a chair.,per-spat-obj,t4
A girl on a chair.,per-spat-obj,t4
A girl beside a chair.,per-spat-obj,t4
A girl in a chair.,per-spat-obj,t4
A girl in front of a chair.,per-spat-obj,t4
A girl behind a chair.,per-spat-obj,t4
A girl between chairs.,per-spat-obj,t4
A girl among chairs.,per-spat-obj,t4
A girl around chairs.,per-spat-obj,t4
A girl above a table.,per-spat-obj,t4
A girl below a table.,per-spat-obj,t4
A girl on a table.,per-spat-obj,t4
A girl beside a table.,per-spat-obj,t4
A girl in a table.,per-spat-obj,t4
A girl in front of a table.,per-spat-obj,t4
A girl behind a table.,per-spat-obj,t4
A girl between tables.,per-spat-obj,t4
A girl among tables.,per-spat-obj,t4
A girl around tables.,per-spat-obj,t4
A person above a bag.,per-spat-obj,t4
A person below a bag.,per-spat-obj,t4
A person on a bag.,per-spat-obj,t4
A person beside a bag.,per-spat-obj,t4
A person in a bag.,per-spat-obj,t4
A person in front of a bag.,per-spat-obj,t4
A person behind a bag.,per-spat-obj,t4
A person between bags.,per-spat-obj,t4
A person among bags.,per-spat-obj,t4
A person around bags.,per-spat-obj,t4
A person above a chair.,per-spat-obj,t4
A person below a chair.,per-spat-obj,t4
A person on a chair.,per-spat-obj,t4
A person beside a chair.,per-spat-obj,t4
A person in a chair.,per-spat-obj,t4
A person in front of a chair.,per-spat-obj,t4
A person behind a chair.,per-spat-obj,t4
A person between chairs.,per-spat-obj,t4
A person among chairs.,per-spat-obj,t4
A person around chairs.,per-spat-obj,t4
A person above a table.,per-spat-obj,t4
A person below a table.,per-spat-obj,t4
A person on a table.,per-spat-obj,t4
A person beside a table.,per-spat-obj,t4
A person in a table.,per-spat-obj,t4
A person in front of a table.,per-spat-obj,t4
A person behind a table.,per-spat-obj,t4
A person between tables.,per-spat-obj,t4
A person among tables.,per-spat-obj,t4
A person around tables.,per-spat-obj,t4
A man above a rubber bag.,per-spat-tex-obj,t5
A man below a rubber bag.,per-spat-tex-obj,t5
A man on a rubber bag.,per-spat-tex-obj,t5
A man beside a rubber bag.,per-spat-tex-obj,t5
A man in a rubber bag.,per-spat-tex-obj,t5
A man in front of a rubber bag.,per-spat-tex-obj,t5
A man behind a rubber bag.,per-spat-tex-obj,t5
A man between rubber bags.,per-spat-tex-obj,t5
A man among rubber bags.,per-spat-tex-obj,t5
A man around rubber bags.,per-spat-tex-obj,t5
A man above a rubber chair.,per-spat-tex-obj,t5
A man below a rubber chair.,per-spat-tex-obj,t5
A man on a rubber chair.,per-spat-tex-obj,t5
A man beside a rubber chair.,per-spat-tex-obj,t5
A man in a rubber chair.,per-spat-tex-obj,t5
A man in front of a rubber chair.,per-spat-tex-obj,t5
A man behind a rubber chair.,per-spat-tex-obj,t5
A man between rubber chairs.,per-spat-tex-obj,t5
A man among rubber chairs.,per-spat-tex-obj,t5
A man around rubber chairs.,per-spat-tex-obj,t5
A man above a rubber table.,per-spat-tex-obj,t5
A man below a rubber table.,per-spat-tex-obj,t5
A man on a rubber table.,per-spat-tex-obj,t5
A man beside a rubber table.,per-spat-tex-obj,t5
A man in a rubber table.,per-spat-tex-obj,t5
A man in front of a rubber table.,per-spat-tex-obj,t5
A man behind a rubber table.,per-spat-tex-obj,t5
A man between rubber tables.,per-spat-tex-obj,t5
A man among rubber tables.,per-spat-tex-obj,t5
A man around rubber tables.,per-spat-tex-obj,t5
A woman above a rubber bag.,per-spat-tex-obj,t5
A woman below a rubber bag.,per-spat-tex-obj,t5
A woman on a rubber bag.,per-spat-tex-obj,t5
A woman beside a rubber bag.,per-spat-tex-obj,t5
A woman in a rubber bag.,per-spat-tex-obj,t5
A woman in front of a rubber bag.,per-spat-tex-obj,t5
A woman behind a rubber bag.,per-spat-tex-obj,t5
A woman between rubber bags.,per-spat-tex-obj,t5
A woman among rubber bags.,per-spat-tex-obj,t5
A woman around rubber bags.,per-spat-tex-obj,t5
A woman above a rubber chair.,per-spat-tex-obj,t5
A woman below a rubber chair.,per-spat-tex-obj,t5
A woman on a rubber chair.,per-spat-tex-obj,t5
A woman beside a rubber chair.,per-spat-tex-obj,t5
A woman in a rubber chair.,per-spat-tex-obj,t5
A woman in front of a rubber chair.,per-spat-tex-obj,t5
A woman behind a rubber chair.,per-spat-tex-obj,t5
A woman between rubber chairs.,per-spat-tex-obj,t5
A woman among rubber chairs.,per-spat-tex-obj,t5
A woman around rubber chairs.,per-spat-tex-obj,t5
A woman above a rubber table.,per-spat-tex-obj,t5
A woman below a rubber table.,per-spat-tex-obj,t5
A woman on a rubber table.,per-spat-tex-obj,t5
A woman beside a rubber table.,per-spat-tex-obj,t5
A woman in a rubber table.,per-spat-tex-obj,t5
A woman in front of a rubber table.,per-spat-tex-obj,t5
A woman behind a rubber table.,per-spat-tex-obj,t5
A woman between rubber tables.,per-spat-tex-obj,t5
A woman among rubber tables.,per-spat-tex-obj,t5
A woman around rubber tables.,per-spat-tex-obj,t5
A male above a rubber bag.,per-spat-tex-obj,t5
A male below a rubber bag.,per-spat-tex-obj,t5
A male on a rubber bag.,per-spat-tex-obj,t5
A male beside a rubber bag.,per-spat-tex-obj,t5
A male in a rubber bag.,per-spat-tex-obj,t5
A male in front of a rubber bag.,per-spat-tex-obj,t5
A male behind a rubber bag.,per-spat-tex-obj,t5
A male between rubber bags.,per-spat-tex-obj,t5
A male among rubber bags.,per-spat-tex-obj,t5
A male around rubber bags.,per-spat-tex-obj,t5
A male above a rubber chair.,per-spat-tex-obj,t5
A male below a rubber chair.,per-spat-tex-obj,t5
A male on a rubber chair.,per-spat-tex-obj,t5
A male beside a rubber chair.,per-spat-tex-obj,t5
A male in a rubber chair.,per-spat-tex-obj,t5
A male in front of a rubber chair.,per-spat-tex-obj,t5
A male behind a rubber chair.,per-spat-tex-obj,t5
A male between rubber chairs.,per-spat-tex-obj,t5
A male among rubber chairs.,per-spat-tex-obj,t5
A male around rubber chairs.,per-spat-tex-obj,t5
A male above a rubber table.,per-spat-tex-obj,t5
A male below a rubber table.,per-spat-tex-obj,t5
A male on a rubber table.,per-spat-tex-obj,t5
A male beside a rubber table.,per-spat-tex-obj,t5
A male in a rubber table.,per-spat-tex-obj,t5
A male in front of a rubber table.,per-spat-tex-obj,t5
A male behind a rubber table.,per-spat-tex-obj,t5
A male between rubber tables.,per-spat-tex-obj,t5
A male among rubber tables.,per-spat-tex-obj,t5
A male around rubber tables.,per-spat-tex-obj,t5
A female above a rubber bag.,per-spat-tex-obj,t5
A female below a rubber bag.,per-spat-tex-obj,t5
A female on a rubber bag.,per-spat-tex-obj,t5
A female beside a rubber bag.,per-spat-tex-obj,t5
A female in a rubber bag.,per-spat-tex-obj,t5
A female in front of a rubber bag.,per-spat-tex-obj,t5
A female behind a rubber bag.,per-spat-tex-obj,t5
A female between rubber bags.,per-spat-tex-obj,t5
A female among rubber bags.,per-spat-tex-obj,t5
A female around rubber bags.,per-spat-tex-obj,t5
A female above a rubber chair.,per-spat-tex-obj,t5
A female below a rubber chair.,per-spat-tex-obj,t5
A female on a rubber chair.,per-spat-tex-obj,t5
A female beside a rubber chair.,per-spat-tex-obj,t5
A female in a rubber chair.,per-spat-tex-obj,t5
A female in front of a rubber chair.,per-spat-tex-obj,t5
A female behind a rubber chair.,per-spat-tex-obj,t5
A female between rubber chairs.,per-spat-tex-obj,t5
A female among rubber chairs.,per-spat-tex-obj,t5
A female around rubber chairs.,per-spat-tex-obj,t5
A female above a rubber table.,per-spat-tex-obj,t5
A female below a rubber table.,per-spat-tex-obj,t5
A female on a rubber table.,per-spat-tex-obj,t5
A female beside a rubber table.,per-spat-tex-obj,t5
A female in a rubber table.,per-spat-tex-obj,t5
A female in front of a rubber table.,per-spat-tex-obj,t5
A female behind a rubber table.,per-spat-tex-obj,t5
A female between rubber tables.,per-spat-tex-obj,t5
A female among rubber tables.,per-spat-tex-obj,t5
A female around rubber tables.,per-spat-tex-obj,t5
A boy above a rubber bag.,per-spat-tex-obj,t5
A boy below a rubber bag.,per-spat-tex-obj,t5
A boy on a rubber bag.,per-spat-tex-obj,t5
A boy beside a rubber bag.,per-spat-tex-obj,t5
A boy in a rubber bag.,per-spat-tex-obj,t5
A boy in front of a rubber bag.,per-spat-tex-obj,t5
A boy behind a rubber bag.,per-spat-tex-obj,t5
A boy between rubber bags.,per-spat-tex-obj,t5
A boy among rubber bags.,per-spat-tex-obj,t5
A boy around rubber bags.,per-spat-tex-obj,t5
A boy above a rubber chair.,per-spat-tex-obj,t5
A boy below a rubber chair.,per-spat-tex-obj,t5
A boy on a rubber chair.,per-spat-tex-obj,t5
A boy beside a rubber chair.,per-spat-tex-obj,t5
A boy in a rubber chair.,per-spat-tex-obj,t5
A boy in front of a rubber chair.,per-spat-tex-obj,t5
A boy behind a rubber chair.,per-spat-tex-obj,t5
A boy between rubber chairs.,per-spat-tex-obj,t5
A boy among rubber chairs.,per-spat-tex-obj,t5
A boy around rubber chairs.,per-spat-tex-obj,t5
A boy above a rubber table.,per-spat-tex-obj,t5
A boy below a rubber table.,per-spat-tex-obj,t5
A boy on a rubber table.,per-spat-tex-obj,t5
A boy beside a rubber table.,per-spat-tex-obj,t5
A boy in a rubber table.,per-spat-tex-obj,t5
A boy in front of a rubber table.,per-spat-tex-obj,t5
A boy behind a rubber table.,per-spat-tex-obj,t5
A boy between rubber tables.,per-spat-tex-obj,t5
A boy among rubber tables.,per-spat-tex-obj,t5
A boy around rubber tables.,per-spat-tex-obj,t5
A girl above a rubber bag.,per-spat-tex-obj,t5
A girl below a rubber bag.,per-spat-tex-obj,t5
A girl on a rubber bag.,per-spat-tex-obj,t5
A girl beside a rubber bag.,per-spat-tex-obj,t5
A girl in a rubber bag.,per-spat-tex-obj,t5
A girl in front of a rubber bag.,per-spat-tex-obj,t5
A girl behind a rubber bag.,per-spat-tex-obj,t5
A girl between rubber bags.,per-spat-tex-obj,t5
A girl among rubber bags.,per-spat-tex-obj,t5
A girl around rubber bags.,per-spat-tex-obj,t5
A girl above a rubber chair.,per-spat-tex-obj,t5
A girl below a rubber chair.,per-spat-tex-obj,t5
A girl on a rubber chair.,per-spat-tex-obj,t5
A girl beside a rubber chair.,per-spat-tex-obj,t5
A girl in a rubber chair.,per-spat-tex-obj,t5
A girl in front of a rubber chair.,per-spat-tex-obj,t5
A girl behind a rubber chair.,per-spat-tex-obj,t5
A girl between rubber chairs.,per-spat-tex-obj,t5
A girl among rubber chairs.,per-spat-tex-obj,t5
A girl around rubber chairs.,per-spat-tex-obj,t5
A girl above a rubber table.,per-spat-tex-obj,t5
A girl below a rubber table.,per-spat-tex-obj,t5
A girl on a rubber table.,per-spat-tex-obj,t5
A girl beside a rubber table.,per-spat-tex-obj,t5
A girl in a rubber table.,per-spat-tex-obj,t5
A girl in front of a rubber table.,per-spat-tex-obj,t5
A girl behind a rubber table.,per-spat-tex-obj,t5
A girl between rubber tables.,per-spat-tex-obj,t5
A girl among rubber tables.,per-spat-tex-obj,t5
A girl around rubber tables.,per-spat-tex-obj,t5
A person above a rubber bag.,per-spat-tex-obj,t5
A person below a rubber bag.,per-spat-tex-obj,t5
A person on a rubber bag.,per-spat-tex-obj,t5
A person beside a rubber bag.,per-spat-tex-obj,t5
A person in a rubber bag.,per-spat-tex-obj,t5
A person in front of a rubber bag.,per-spat-tex-obj,t5
A person behind a rubber bag.,per-spat-tex-obj,t5
A person between rubber bags.,per-spat-tex-obj,t5
A person among rubber bags.,per-spat-tex-obj,t5
A person around rubber bags.,per-spat-tex-obj,t5
A person above a rubber chair.,per-spat-tex-obj,t5
A person below a rubber chair.,per-spat-tex-obj,t5
A person on a rubber chair.,per-spat-tex-obj,t5
A person beside a rubber chair.,per-spat-tex-obj,t5
A person in a rubber chair.,per-spat-tex-obj,t5
A person in front of a rubber chair.,per-spat-tex-obj,t5
A person behind a rubber chair.,per-spat-tex-obj,t5
A person between rubber chairs.,per-spat-tex-obj,t5
A person among rubber chairs.,per-spat-tex-obj,t5
A person around rubber chairs.,per-spat-tex-obj,t5
A person above a rubber table.,per-spat-tex-obj,t5
A person below a rubber table.,per-spat-tex-obj,t5
A person on a rubber table.,per-spat-tex-obj,t5
A person beside a rubber table.,per-spat-tex-obj,t5
A person in a rubber table.,per-spat-tex-obj,t5
A person in front of a rubber table.,per-spat-tex-obj,t5
A person behind a rubber table.,per-spat-tex-obj,t5
A person between rubber tables.,per-spat-tex-obj,t5
A person among rubber tables.,per-spat-tex-obj,t5
A person around rubber tables.,per-spat-tex-obj,t5
A man above a plastic bag.,per-spat-tex-obj,t5
A man below a plastic bag.,per-spat-tex-obj,t5
A man on a plastic bag.,per-spat-tex-obj,t5
A man beside a plastic bag.,per-spat-tex-obj,t5
A man in a plastic bag.,per-spat-tex-obj,t5
A man in front of a plastic bag.,per-spat-tex-obj,t5
A man behind a plastic bag.,per-spat-tex-obj,t5
A man between plastic bags.,per-spat-tex-obj,t5
A man among plastic bags.,per-spat-tex-obj,t5
A man around plastic bags.,per-spat-tex-obj,t5
A man above a plastic chair.,per-spat-tex-obj,t5
A man below a plastic chair.,per-spat-tex-obj,t5
A man on a plastic chair.,per-spat-tex-obj,t5
A man beside a plastic chair.,per-spat-tex-obj,t5
A man in a plastic chair.,per-spat-tex-obj,t5
A man in front of a plastic chair.,per-spat-tex-obj,t5
A man behind a plastic chair.,per-spat-tex-obj,t5
A man between plastic chairs.,per-spat-tex-obj,t5
A man among plastic chairs.,per-spat-tex-obj,t5
A man around plastic chairs.,per-spat-tex-obj,t5
A man above a plastic table.,per-spat-tex-obj,t5
A man below a plastic table.,per-spat-tex-obj,t5
A man on a plastic table.,per-spat-tex-obj,t5
A man beside a plastic table.,per-spat-tex-obj,t5
A man in a plastic table.,per-spat-tex-obj,t5
A man in front of a plastic table.,per-spat-tex-obj,t5
A man behind a plastic table.,per-spat-tex-obj,t5
A man between plastic tables.,per-spat-tex-obj,t5
A man among plastic tables.,per-spat-tex-obj,t5
A man around plastic tables.,per-spat-tex-obj,t5
A woman above a plastic bag.,per-spat-tex-obj,t5
A woman below a plastic bag.,per-spat-tex-obj,t5
A woman on a plastic bag.,per-spat-tex-obj,t5
A woman beside a plastic bag.,per-spat-tex-obj,t5
A woman in a plastic bag.,per-spat-tex-obj,t5
A woman in front of a plastic bag.,per-spat-tex-obj,t5
A woman behind a plastic bag.,per-spat-tex-obj,t5
A woman between plastic bags.,per-spat-tex-obj,t5
A woman among plastic bags.,per-spat-tex-obj,t5
A woman around plastic bags.,per-spat-tex-obj,t5
A woman above a plastic chair.,per-spat-tex-obj,t5
A woman below a plastic chair.,per-spat-tex-obj,t5
A woman on a plastic chair.,per-spat-tex-obj,t5
A woman beside a plastic chair.,per-spat-tex-obj,t5
A woman in a plastic chair.,per-spat-tex-obj,t5
A woman in front of a plastic chair.,per-spat-tex-obj,t5
A woman behind a plastic chair.,per-spat-tex-obj,t5
A woman between plastic chairs.,per-spat-tex-obj,t5
A woman among plastic chairs.,per-spat-tex-obj,t5
A woman around plastic chairs.,per-spat-tex-obj,t5
A woman above a plastic table.,per-spat-tex-obj,t5
A woman below a plastic table.,per-spat-tex-obj,t5
A woman on a plastic table.,per-spat-tex-obj,t5
A woman beside a plastic table.,per-spat-tex-obj,t5
A woman in a plastic table.,per-spat-tex-obj,t5
A woman in front of a plastic table.,per-spat-tex-obj,t5
A woman behind a plastic table.,per-spat-tex-obj,t5
A woman between plastic tables.,per-spat-tex-obj,t5
A woman among plastic tables.,per-spat-tex-obj,t5
A woman around plastic tables.,per-spat-tex-obj,t5
A male above a plastic bag.,per-spat-tex-obj,t5
A male below a plastic bag.,per-spat-tex-obj,t5
A male on a plastic bag.,per-spat-tex-obj,t5
A male beside a plastic bag.,per-spat-tex-obj,t5
A male in a plastic bag.,per-spat-tex-obj,t5
A male in front of a plastic bag.,per-spat-tex-obj,t5
A male behind a plastic bag.,per-spat-tex-obj,t5
A male between plastic bags.,per-spat-tex-obj,t5
A male among plastic bags.,per-spat-tex-obj,t5
A male around plastic bags.,per-spat-tex-obj,t5
A male above a plastic chair.,per-spat-tex-obj,t5
A male below a plastic chair.,per-spat-tex-obj,t5
A male on a plastic chair.,per-spat-tex-obj,t5
A male beside a plastic chair.,per-spat-tex-obj,t5
A male in a plastic chair.,per-spat-tex-obj,t5
A male in front of a plastic chair.,per-spat-tex-obj,t5
A male behind a plastic chair.,per-spat-tex-obj,t5
A male between plastic chairs.,per-spat-tex-obj,t5
A male among plastic chairs.,per-spat-tex-obj,t5
A male around plastic chairs.,per-spat-tex-obj,t5
A male above a plastic table.,per-spat-tex-obj,t5
A male below a plastic table.,per-spat-tex-obj,t5
A male on a plastic table.,per-spat-tex-obj,t5
A male beside a plastic table.,per-spat-tex-obj,t5
A male in a plastic table.,per-spat-tex-obj,t5
A male in front of a plastic table.,per-spat-tex-obj,t5
A male behind a plastic table.,per-spat-tex-obj,t5
A male between plastic tables.,per-spat-tex-obj,t5
A male among plastic tables.,per-spat-tex-obj,t5
A male around plastic tables.,per-spat-tex-obj,t5
A female above a plastic bag.,per-spat-tex-obj,t5
A female below a plastic bag.,per-spat-tex-obj,t5
A female on a plastic bag.,per-spat-tex-obj,t5
A female beside a plastic bag.,per-spat-tex-obj,t5
A female in a plastic bag.,per-spat-tex-obj,t5
A female in front of a plastic bag.,per-spat-tex-obj,t5
A female behind a plastic bag.,per-spat-tex-obj,t5
A female between plastic bags.,per-spat-tex-obj,t5
A female among plastic bags.,per-spat-tex-obj,t5
A female around plastic bags.,per-spat-tex-obj,t5
A female above a plastic chair.,per-spat-tex-obj,t5
A female below a plastic chair.,per-spat-tex-obj,t5
A female on a plastic chair.,per-spat-tex-obj,t5
A female beside a plastic chair.,per-spat-tex-obj,t5
A female in a plastic chair.,per-spat-tex-obj,t5
A female in front of a plastic chair.,per-spat-tex-obj,t5
A female behind a plastic chair.,per-spat-tex-obj,t5
A female between plastic chairs.,per-spat-tex-obj,t5
A female among plastic chairs.,per-spat-tex-obj,t5
A female around plastic chairs.,per-spat-tex-obj,t5
A female above a plastic table.,per-spat-tex-obj,t5
A female below a plastic table.,per-spat-tex-obj,t5
A female on a plastic table.,per-spat-tex-obj,t5
A female beside a plastic table.,per-spat-tex-obj,t5
A female in a plastic table.,per-spat-tex-obj,t5
A female in front of a plastic table.,per-spat-tex-obj,t5
A female behind a plastic table.,per-spat-tex-obj,t5
A female between plastic tables.,per-spat-tex-obj,t5
A female among plastic tables.,per-spat-tex-obj,t5
A female around plastic tables.,per-spat-tex-obj,t5
A boy above a plastic bag.,per-spat-tex-obj,t5
A boy below a plastic bag.,per-spat-tex-obj,t5
A boy on a plastic bag.,per-spat-tex-obj,t5
A boy beside a plastic bag.,per-spat-tex-obj,t5
A boy in a plastic bag.,per-spat-tex-obj,t5
A boy in front of a plastic bag.,per-spat-tex-obj,t5
A boy behind a plastic bag.,per-spat-tex-obj,t5
A boy between plastic bags.,per-spat-tex-obj,t5
A boy among plastic bags.,per-spat-tex-obj,t5
A boy around plastic bags.,per-spat-tex-obj,t5
A boy above a plastic chair.,per-spat-tex-obj,t5
A boy below a plastic chair.,per-spat-tex-obj,t5
A boy on a plastic chair.,per-spat-tex-obj,t5
A boy beside a plastic chair.,per-spat-tex-obj,t5
A boy in a plastic chair.,per-spat-tex-obj,t5
A boy in front of a plastic chair.,per-spat-tex-obj,t5
A boy behind a plastic chair.,per-spat-tex-obj,t5
A boy between plastic chairs.,per-spat-tex-obj,t5
A boy among plastic chairs.,per-spat-tex-obj,t5
A boy around plastic chairs.,per-spat-tex-obj,t5
A boy above a plastic table.,per-spat-tex-obj,t5
A boy below a plastic table.,per-spat-tex-obj,t5
A boy on a plastic table.,per-spat-tex-obj,t5
A boy beside a plastic table.,per-spat-tex-obj,t5
A boy in a plastic table.,per-spat-tex-obj,t5
A boy in front of a plastic table.,per-spat-tex-obj,t5
A boy behind a plastic table.,per-spat-tex-obj,t5
A boy between plastic tables.,per-spat-tex-obj,t5
A boy among plastic tables.,per-spat-tex-obj,t5
A boy around plastic tables.,per-spat-tex-obj,t5
A girl above a plastic bag.,per-spat-tex-obj,t5
A girl below a plastic bag.,per-spat-tex-obj,t5
A girl on a plastic bag.,per-spat-tex-obj,t5
A girl beside a plastic bag.,per-spat-tex-obj,t5
A girl in a plastic bag.,per-spat-tex-obj,t5
A girl in front of a plastic bag.,per-spat-tex-obj,t5
A girl behind a plastic bag.,per-spat-tex-obj,t5
A girl between plastic bags.,per-spat-tex-obj,t5
A girl among plastic bags.,per-spat-tex-obj,t5
A girl around plastic bags.,per-spat-tex-obj,t5
A girl above a plastic chair.,per-spat-tex-obj,t5
A girl below a plastic chair.,per-spat-tex-obj,t5
A girl on a plastic chair.,per-spat-tex-obj,t5
A girl beside a plastic chair.,per-spat-tex-obj,t5
A girl in a plastic chair.,per-spat-tex-obj,t5
A girl in front of a plastic chair.,per-spat-tex-obj,t5
A girl behind a plastic chair.,per-spat-tex-obj,t5
A girl between plastic chairs.,per-spat-tex-obj,t5
A girl among plastic chairs.,per-spat-tex-obj,t5
A girl around plastic chairs.,per-spat-tex-obj,t5
A girl above a plastic table.,per-spat-tex-obj,t5
A girl below a plastic table.,per-spat-tex-obj,t5
A girl on a plastic table.,per-spat-tex-obj,t5
A girl beside a plastic table.,per-spat-tex-obj,t5
A girl in a plastic table.,per-spat-tex-obj,t5
A girl in front of a plastic table.,per-spat-tex-obj,t5
A girl behind a plastic table.,per-spat-tex-obj,t5
A girl between plastic tables.,per-spat-tex-obj,t5
A girl among plastic tables.,per-spat-tex-obj,t5
A girl around plastic tables.,per-spat-tex-obj,t5
A person above a plastic bag.,per-spat-tex-obj,t5
A person below a plastic bag.,per-spat-tex-obj,t5
A person on a plastic bag.,per-spat-tex-obj,t5
A person beside a plastic bag.,per-spat-tex-obj,t5
A person in a plastic bag.,per-spat-tex-obj,t5
A person in front of a plastic bag.,per-spat-tex-obj,t5
A person behind a plastic bag.,per-spat-tex-obj,t5
A person between plastic bags.,per-spat-tex-obj,t5
A person among plastic bags.,per-spat-tex-obj,t5
A person around plastic bags.,per-spat-tex-obj,t5
A person above a plastic chair.,per-spat-tex-obj,t5
A person below a plastic chair.,per-spat-tex-obj,t5
A person on a plastic chair.,per-spat-tex-obj,t5
A person beside a plastic chair.,per-spat-tex-obj,t5
A person in a plastic chair.,per-spat-tex-obj,t5
A person in front of a plastic chair.,per-spat-tex-obj,t5
A person behind a plastic chair.,per-spat-tex-obj,t5
A person between plastic chairs.,per-spat-tex-obj,t5
A person among plastic chairs.,per-spat-tex-obj,t5
A person around plastic chairs.,per-spat-tex-obj,t5
A person above a plastic table.,per-spat-tex-obj,t5
A person below a plastic table.,per-spat-tex-obj,t5
A person on a plastic table.,per-spat-tex-obj,t5
A person beside a plastic table.,per-spat-tex-obj,t5
A person in a plastic table.,per-spat-tex-obj,t5
A person in front of a plastic table.,per-spat-tex-obj,t5
A person behind a plastic table.,per-spat-tex-obj,t5
A person between plastic tables.,per-spat-tex-obj,t5
A person among plastic tables.,per-spat-tex-obj,t5
A person around plastic tables.,per-spat-tex-obj,t5
A man above a metallic bag.,per-spat-tex-obj,t5
A man below a metallic bag.,per-spat-tex-obj,t5
A man on a metallic bag.,per-spat-tex-obj,t5
A man beside a metallic bag.,per-spat-tex-obj,t5
A man in a metallic bag.,per-spat-tex-obj,t5
A man in front of a metallic bag.,per-spat-tex-obj,t5
A man behind a metallic bag.,per-spat-tex-obj,t5
A man between metallic bags.,per-spat-tex-obj,t5
A man among metallic bags.,per-spat-tex-obj,t5
A man around metallic bags.,per-spat-tex-obj,t5
A man above a metallic chair.,per-spat-tex-obj,t5
A man below a metallic chair.,per-spat-tex-obj,t5
A man on a metallic chair.,per-spat-tex-obj,t5
A man beside a metallic chair.,per-spat-tex-obj,t5
A man in a metallic chair.,per-spat-tex-obj,t5
A man in front of a metallic chair.,per-spat-tex-obj,t5
A man behind a metallic chair.,per-spat-tex-obj,t5
A man between metallic chairs.,per-spat-tex-obj,t5
A man among metallic chairs.,per-spat-tex-obj,t5
A man around metallic chairs.,per-spat-tex-obj,t5
A man above a metallic table.,per-spat-tex-obj,t5
A man below a metallic table.,per-spat-tex-obj,t5
A man on a metallic table.,per-spat-tex-obj,t5
A man beside a metallic table.,per-spat-tex-obj,t5
A man in a metallic table.,per-spat-tex-obj,t5
A man in front of a metallic table.,per-spat-tex-obj,t5
A man behind a metallic table.,per-spat-tex-obj,t5
A man between metallic tables.,per-spat-tex-obj,t5
A man among metallic tables.,per-spat-tex-obj,t5
A man around metallic tables.,per-spat-tex-obj,t5
A woman above a metallic bag.,per-spat-tex-obj,t5
A woman below a metallic bag.,per-spat-tex-obj,t5
A woman on a metallic bag.,per-spat-tex-obj,t5
A woman beside a metallic bag.,per-spat-tex-obj,t5
A woman in a metallic bag.,per-spat-tex-obj,t5
A woman in front of a metallic bag.,per-spat-tex-obj,t5
A woman behind a metallic bag.,per-spat-tex-obj,t5
A woman between metallic bags.,per-spat-tex-obj,t5
A woman among metallic bags.,per-spat-tex-obj,t5
A woman around metallic bags.,per-spat-tex-obj,t5
A woman above a metallic chair.,per-spat-tex-obj,t5
A woman below a metallic chair.,per-spat-tex-obj,t5
A woman on a metallic chair.,per-spat-tex-obj,t5
A woman beside a metallic chair.,per-spat-tex-obj,t5
A woman in a metallic chair.,per-spat-tex-obj,t5
A woman in front of a metallic chair.,per-spat-tex-obj,t5
A woman behind a metallic chair.,per-spat-tex-obj,t5
A woman between metallic chairs.,per-spat-tex-obj,t5
A woman among metallic chairs.,per-spat-tex-obj,t5
A woman around metallic chairs.,per-spat-tex-obj,t5
A woman above a metallic table.,per-spat-tex-obj,t5
A woman below a metallic table.,per-spat-tex-obj,t5
A woman on a metallic table.,per-spat-tex-obj,t5
A woman beside a metallic table.,per-spat-tex-obj,t5
A woman in a metallic table.,per-spat-tex-obj,t5
A woman in front of a metallic table.,per-spat-tex-obj,t5
A woman behind a metallic table.,per-spat-tex-obj,t5
A woman between metallic tables.,per-spat-tex-obj,t5
A woman among metallic tables.,per-spat-tex-obj,t5
